1.000000000000000000e+00,4.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00
7.000000000000000000e+00,4.000000000000000000e+00
1.000000000000000000e+01,4.000000000000000000e+00
1.700000000000000000e+01,4.000000000000000000e+00
2.000000000000000000e+01,4.000000000000000000e+00
2.700000000000000000e+01,4.000000000000000000e+00
3.600000000000000000e+01,4.000000000000000000e+00
4.300000000000000000e+01,4.000000000000000000e+00
4.600000000000000000e+01,4.000000000000000000e+00
5.300000000000000000e+01,4.000000000000000000e+00
5.400000000000000000e+01,4.000000000000000000e+00
5.500000000000000000e+01,4.000000000000000000e+00
6.400000000000000000e+01,4.000000000000000000e+00
6.500000000000000000e+01,4.000000000000000000e+00
6.700000000000000000e+01,4.000000000000000000e+00
6.900000000000000000e+01,4.000000000000000000e+00
7.400000000000000000e+01,4.000000000000000000e+00
7.500000000000000000e+01,4.000000000000000000e+00
7.600000000000000000e+01,4.000000000000000000e+00
8.100000000000000000e+01,4.000000000000000000e+00
8.200000000000000000e+01,4.000000000000000000e+00
8.600000000000000000e+01,4.000000000000000000e+00
8.800000000000000000e+01,4.000000000000000000e+00
9.100000000000000000e+01,4.000000000000000000e+00
9.700000000000000000e+01,4.000000000000000000e+00
1.010000000000000000e+02,4.000000000000000000e+00
1.030000000000000000e+02,4.000000000000000000e+00
1.050000000000000000e+02,4.000000000000000000e+00
1.060000000000000000e+02,4.000000000000000000e+00
1.090000000000000000e+02,4.000000000000000000e+00
1.120000000000000000e+02,4.000000000000000000e+00
1.210000000000000000e+02,4.000000000000000000e+00
1.240000000000000000e+02,4.000000000000000000e+00
1.250000000000000000e+02,4.000000000000000000e+00
1.260000000000000000e+02,4.000000000000000000e+00
1.280000000000000000e+02,4.000000000000000000e+00
1.290000000000000000e+02,4.000000000000000000e+00
1.300000000000000000e+02,4.000000000000000000e+00
1.380000000000000000e+02,4.000000000000000000e+00
1.500000000000000000e+02,4.000000000000000000e+00
1.520000000000000000e+02,4.000000000000000000e+00
1.530000000000000000e+02,4.000000000000000000e+00
1.560000000000000000e+02,4.000000000000000000e+00
1.580000000000000000e+02,4.000000000000000000e+00
1.610000000000000000e+02,4.000000000000000000e+00
1.620000000000000000e+02,4.000000000000000000e+00
1.640000000000000000e+02,4.000000000000000000e+00
1.710000000000000000e+02,4.000000000000000000e+00
1.770000000000000000e+02,4.000000000000000000e+00
1.830000000000000000e+02,4.000000000000000000e+00
1.840000000000000000e+02,4.000000000000000000e+00
1.860000000000000000e+02,4.000000000000000000e+00
1.870000000000000000e+02,4.000000000000000000e+00
1.890000000000000000e+02,4.000000000000000000e+00
1.960000000000000000e+02,4.000000000000000000e+00
2.050000000000000000e+02,4.000000000000000000e+00
2.100000000000000000e+02,4.000000000000000000e+00
2.130000000000000000e+02,4.000000000000000000e+00
2.150000000000000000e+02,4.000000000000000000e+00
2.200000000000000000e+02,4.000000000000000000e+00
2.220000000000000000e+02,4.000000000000000000e+00
2.280000000000000000e+02,4.000000000000000000e+00
2.300000000000000000e+02,4.000000000000000000e+00
2.310000000000000000e+02,4.000000000000000000e+00
2.330000000000000000e+02,4.000000000000000000e+00
2.340000000000000000e+02,4.000000000000000000e+00
2.350000000000000000e+02,4.000000000000000000e+00
2.390000000000000000e+02,4.000000000000000000e+00
2.440000000000000000e+02,4.000000000000000000e+00
2.460000000000000000e+02,4.000000000000000000e+00
2.480000000000000000e+02,4.000000000000000000e+00
2.520000000000000000e+02,4.000000000000000000e+00
2.550000000000000000e+02,4.000000000000000000e+00
2.570000000000000000e+02,4.000000000000000000e+00
2.590000000000000000e+02,4.000000000000000000e+00
2.650000000000000000e+02,4.000000000000000000e+00
2.660000000000000000e+02,4.000000000000000000e+00
2.700000000000000000e+02,4.000000000000000000e+00
2.740000000000000000e+02,4.000000000000000000e+00
2.750000000000000000e+02,4.000000000000000000e+00
2.830000000000000000e+02,4.000000000000000000e+00
2.850000000000000000e+02,4.000000000000000000e+00
2.880000000000000000e+02,4.000000000000000000e+00
2.910000000000000000e+02,4.000000000000000000e+00
2.970000000000000000e+02,4.000000000000000000e+00
2.990000000000000000e+02,4.000000000000000000e+00
3.000000000000000000e+02,4.000000000000000000e+00
3.070000000000000000e+02,4.000000000000000000e+00
3.090000000000000000e+02,4.000000000000000000e+00
3.110000000000000000e+02,4.000000000000000000e+00
3.130000000000000000e+02,4.000000000000000000e+00
3.160000000000000000e+02,4.000000000000000000e+00
3.200000000000000000e+02,4.000000000000000000e+00
3.220000000000000000e+02,4.000000000000000000e+00
3.250000000000000000e+02,4.000000000000000000e+00
3.300000000000000000e+02,4.000000000000000000e+00
3.320000000000000000e+02,4.000000000000000000e+00
3.360000000000000000e+02,4.000000000000000000e+00
3.390000000000000000e+02,4.000000000000000000e+00
3.410000000000000000e+02,4.000000000000000000e+00
3.430000000000000000e+02,4.000000000000000000e+00
3.450000000000000000e+02,4.000000000000000000e+00
3.460000000000000000e+02,4.000000000000000000e+00
3.560000000000000000e+02,4.000000000000000000e+00
3.660000000000000000e+02,4.000000000000000000e+00
3.670000000000000000e+02,4.000000000000000000e+00
3.720000000000000000e+02,4.000000000000000000e+00
3.740000000000000000e+02,4.000000000000000000e+00
3.750000000000000000e+02,4.000000000000000000e+00
3.760000000000000000e+02,4.000000000000000000e+00
3.790000000000000000e+02,4.000000000000000000e+00
3.810000000000000000e+02,4.000000000000000000e+00
3.820000000000000000e+02,4.000000000000000000e+00
3.990000000000000000e+02,4.000000000000000000e+00
4.040000000000000000e+02,4.000000000000000000e+00
4.080000000000000000e+02,4.000000000000000000e+00
4.120000000000000000e+02,4.000000000000000000e+00
4.130000000000000000e+02,4.000000000000000000e+00
4.170000000000000000e+02,4.000000000000000000e+00
4.200000000000000000e+02,4.000000000000000000e+00
4.210000000000000000e+02,4.000000000000000000e+00
4.270000000000000000e+02,4.000000000000000000e+00
4.340000000000000000e+02,4.000000000000000000e+00
4.370000000000000000e+02,4.000000000000000000e+00
4.440000000000000000e+02,4.000000000000000000e+00
4.460000000000000000e+02,4.000000000000000000e+00
4.470000000000000000e+02,4.000000000000000000e+00
4.500000000000000000e+02,4.000000000000000000e+00
4.510000000000000000e+02,4.000000000000000000e+00
4.520000000000000000e+02,4.000000000000000000e+00
4.550000000000000000e+02,4.000000000000000000e+00
4.660000000000000000e+02,4.000000000000000000e+00
4.690000000000000000e+02,4.000000000000000000e+00
4.720000000000000000e+02,4.000000000000000000e+00
4.730000000000000000e+02,4.000000000000000000e+00
4.850000000000000000e+02,4.000000000000000000e+00
4.860000000000000000e+02,4.000000000000000000e+00
4.940000000000000000e+02,4.000000000000000000e+00
4.960000000000000000e+02,4.000000000000000000e+00
5.020000000000000000e+02,4.000000000000000000e+00
5.030000000000000000e+02,4.000000000000000000e+00
5.050000000000000000e+02,4.000000000000000000e+00
5.140000000000000000e+02,4.000000000000000000e+00
5.180000000000000000e+02,4.000000000000000000e+00
5.210000000000000000e+02,4.000000000000000000e+00
5.230000000000000000e+02,4.000000000000000000e+00
5.250000000000000000e+02,4.000000000000000000e+00
5.270000000000000000e+02,4.000000000000000000e+00
5.290000000000000000e+02,4.000000000000000000e+00
5.300000000000000000e+02,4.000000000000000000e+00
5.370000000000000000e+02,4.000000000000000000e+00
5.380000000000000000e+02,4.000000000000000000e+00
5.430000000000000000e+02,4.000000000000000000e+00
5.530000000000000000e+02,4.000000000000000000e+00
5.640000000000000000e+02,4.000000000000000000e+00
5.670000000000000000e+02,4.000000000000000000e+00
5.680000000000000000e+02,4.000000000000000000e+00
5.740000000000000000e+02,4.000000000000000000e+00
5.770000000000000000e+02,4.000000000000000000e+00
5.820000000000000000e+02,4.000000000000000000e+00
5.830000000000000000e+02,4.000000000000000000e+00
5.840000000000000000e+02,4.000000000000000000e+00
5.860000000000000000e+02,4.000000000000000000e+00
5.880000000000000000e+02,4.000000000000000000e+00
5.890000000000000000e+02,4.000000000000000000e+00
5.900000000000000000e+02,4.000000000000000000e+00
5.920000000000000000e+02,4.000000000000000000e+00
5.940000000000000000e+02,4.000000000000000000e+00
5.970000000000000000e+02,4.000000000000000000e+00
6.050000000000000000e+02,4.000000000000000000e+00
6.060000000000000000e+02,4.000000000000000000e+00
6.070000000000000000e+02,4.000000000000000000e+00
6.090000000000000000e+02,4.000000000000000000e+00
6.150000000000000000e+02,4.000000000000000000e+00
6.170000000000000000e+02,4.000000000000000000e+00
6.230000000000000000e+02,4.000000000000000000e+00
6.250000000000000000e+02,4.000000000000000000e+00
6.260000000000000000e+02,4.000000000000000000e+00
6.300000000000000000e+02,4.000000000000000000e+00
6.340000000000000000e+02,4.000000000000000000e+00
6.350000000000000000e+02,4.000000000000000000e+00
6.360000000000000000e+02,4.000000000000000000e+00
6.380000000000000000e+02,4.000000000000000000e+00
6.400000000000000000e+02,4.000000000000000000e+00
6.410000000000000000e+02,4.000000000000000000e+00
6.420000000000000000e+02,4.000000000000000000e+00
6.450000000000000000e+02,4.000000000000000000e+00
6.530000000000000000e+02,4.000000000000000000e+00
6.570000000000000000e+02,4.000000000000000000e+00
6.610000000000000000e+02,4.000000000000000000e+00
6.640000000000000000e+02,4.000000000000000000e+00
6.710000000000000000e+02,4.000000000000000000e+00
6.740000000000000000e+02,4.000000000000000000e+00
6.810000000000000000e+02,4.000000000000000000e+00
6.820000000000000000e+02,4.000000000000000000e+00
6.900000000000000000e+02,4.000000000000000000e+00
6.910000000000000000e+02,4.000000000000000000e+00
7.030000000000000000e+02,4.000000000000000000e+00
7.110000000000000000e+02,4.000000000000000000e+00
7.140000000000000000e+02,4.000000000000000000e+00
7.160000000000000000e+02,4.000000000000000000e+00
7.250000000000000000e+02,4.000000000000000000e+00
7.330000000000000000e+02,4.000000000000000000e+00
7.390000000000000000e+02,4.000000000000000000e+00
7.400000000000000000e+02,4.000000000000000000e+00
